gene_core,gene,gene_raw,type,start,stop,strand,score,pval,qval,dist_to_tss,band,updown_group
ENSG00000006625,ENSG00000006625_GGCT,ENSG00000006625.19_GGCT(-),EBOX,1347,1358,-,14.0244,1e-05,0.543,351.5,mid,Neutral
ENSG00000006625,ENSG00000006625_GGCT,ENSG00000006625.19_GGCT(-),EBOX,1347,1358,+,12.2358,3.23e-05,0.63,351.5,mid,Neutral
ENSG00000006634,ENSG00000006634_DBF4,ENSG00000006634.9_DBF4(+),EBOX,1213,1224,-,12.0244,3.68e-05,0.63,217.5,mid,Neutral
ENSG00000006638,ENSG00000006638_TBXA2R,ENSG00000006638.14_TBXA2R(-),EBOX,1622,1633,-,10.8699,7.75e-05,0.63,626.5,,
ENSG00000006659,ENSG00000006659_LGALS14,ENSG00000006659.13_LGALS14(+),EBOX,1555,1566,-,15.2927,2.76e-06,0.439,559.5,,
ENSG00000006659,ENSG00000006659_LGALS14,ENSG00000006659.13_LGALS14(+),EBOX,1555,1566,+,10.8374,7.89e-05,0.63,559.5,,
ENSG00000006695,ENSG00000006695_COX10,ENSG00000006695.13_COX10(+),EBOX,1207,1218,+,12.9837,1.99e-05,0.63,211.5,mid,Neutral
ENSG00000006704,ENSG00000006704_GTF2IRD1,ENSG00000006704.12_GTF2IRD1(+),EBOX,1659,1670,-,14.5203,6.5e-06,0.486,663.5,mid,Neutral
ENSG00000006704,ENSG00000006704_GTF2IRD1,ENSG00000006704.12_GTF2IRD1(+),EBOX,1659,1670,+,13.7236,1.23e-05,0.562,663.5,mid,Neutral
ENSG00000006704,ENSG00000006704_GTF2IRD1,ENSG00000006704.12_GTF2IRD1(+),TETO,1095,1113,-,10.32,4.34e-05,1,103,mid,Neutral
ENSG00000006740,ENSG00000006740_ARHGAP44,ENSG00000006740.19_ARHGAP44(+),EBOX,918,929,-,10.9919,7.15e-05,0.63,-77.5,,
ENSG00000006744,ENSG00000006744_ELAC2,ENSG00000006744.20_ELAC2(-),EBOX,1115,1126,-,11.2358,6.19e-05,0.63,119.5,head,Neutral
ENSG00000006744,ENSG00000006744_ELAC2,ENSG00000006744.20_ELAC2(-),TETO,1761,1779,+,9.44,6.56e-05,1,769,head,Neutral
ENSG00000006744,ENSG00000006744_ELAC2,ENSG00000006744.20_ELAC2(-),TETO,149,167,+,9.025,8.18e-05,1,-843,head,Neutral
ENSG00000006757,ENSG00000006757_PNPLA4,ENSG00000006757.13_PNPLA4(-),EBOX,1704,1715,+,11.4634,5.33e-05,0.63,708.5,mid,Neutral
ENSG00000006757,ENSG00000006757_PNPLA4,ENSG00000006757.13_PNPLA4(-),EBOX,663,674,+,11.0732,6.85e-05,0.63,-332.5,mid,Neutral
ENSG00000006788,ENSG00000006788_MYH13,ENSG00000006788.14_MYH13(-),TETO,23,41,-,11.53,2.22e-05,1,-969,,
ENSG00000006831,ENSG00000006831_ADIPOR2,ENSG00000006831.11_ADIPOR2(+),TETO,297,315,-,9.3,7.05e-05,1,-695,mid,Neutral
ENSG00000006831,ENSG00000006831_ADIPOR2,ENSG00000006831.11_ADIPOR2(+),TETO,1904,1922,+,8.85,9.04e-05,1,912,mid,Neutral
ENSG00000006837,ENSG00000006837_CDKL3,ENSG00000006837.12_CDKL3(-),EBOX,980,991,+,12.5528,2.64e-05,0.63,-15.5,mid,Down
ENSG00000006837,ENSG00000006837_CDKL3,ENSG00000006837.12_CDKL3(-),EBOX,980,991,-,11.2439,6.16e-05,0.63,-15.5,mid,Down
ENSG00000006837,ENSG00000006837_CDKL3,ENSG00000006837.12_CDKL3(-),TETO,989,1007,-,10.32,4.34e-05,1,-3,mid,Down
ENSG00000007038,ENSG00000007038_PRSS21,ENSG00000007038.12_PRSS21(+),EBOX,1453,1464,-,15.3089,2.66e-06,0.432,457.5,mid,Neutral
ENSG00000007047,ENSG00000007047_MARK4,ENSG00000007047.17_MARK4(+),EBOX,872,883,-,14.9268,4.21e-06,0.459,-123.5,mid,Neutral
ENSG00000007047,ENSG00000007047_MARK4,ENSG00000007047.17_MARK4(+),EBOX,872,883,+,14.0244,1e-05,0.543,-123.5,mid,Neutral
ENSG00000007047,ENSG00000007047_MARK4,ENSG00000007047.17_MARK4(+),EBOX,819,830,-,10.8943,7.59e-05,0.63,-176.5,mid,Neutral
ENSG00000007062,ENSG00000007062_PROM1,ENSG00000007062.13_PROM1(-),EBOX,1367,1378,-,10.8699,7.75e-05,0.63,371.5,mid,Down
ENSG00000007062,ENSG00000007062_PROM1,ENSG00000007062.13_PROM1(-),TETO,1451,1469,-,10.905,3.25e-05,1,459,mid,Down
ENSG00000007062,ENSG00000007062_PROM1,ENSG00000007062.13_PROM1(-),TETO,724,742,+,10.5,3.99e-05,1,-268,mid,Down
ENSG00000007080,ENSG00000007080_CCDC124,ENSG00000007080.12_CCDC124(+),EBOX,1130,1141,+,11.9024,4.02e-05,0.63,134.5,mid,Neutral
ENSG00000007080,ENSG00000007080_CCDC124,ENSG00000007080.12_CCDC124(+),EBOX,1673,1684,+,11.1951,6.33e-05,0.63,677.5,mid,Neutral
ENSG00000007080,ENSG00000007080_CCDC124,ENSG00000007080.12_CCDC124(+),EBOX,1130,1141,-,10.8862,7.65e-05,0.63,134.5,mid,Neutral
ENSG00000007168,ENSG00000007168_PAFAH1B1,ENSG00000007168.16_PAFAH1B1(+),TETO,762,780,-,9.065,8.01e-05,1,-230,head,Neutral
ENSG00000007171,ENSG00000007171_NOS2,ENSG00000007171.20_NOS2(-),EBOX,908,919,+,10.7805,8.14e-05,0.63,-87.5,,
ENSG00000007202,ENSG00000007202_KIAA0100,ENSG00000007202.17_BLTP2(-),EBOX,1630,1641,-,11.6829,4.62e-05,0.63,634.5,head,Neutral
ENSG00000007216,ENSG00000007216_SLC13A2,ENSG00000007216.17_SLC13A2(+),EBOX,1440,1451,+,11.626,4.8e-05,0.63,444.5,,
ENSG00000007237,ENSG00000007237_GAS7,ENSG00000007237.20_GAS7(-),EBOX,767,778,+,10.6585,8.8e-05,0.63,-228.5,,
ENSG00000007255,ENSG00000007255_TRAPPC6A,ENSG00000007255.11_TRAPPC6A(-),EBOX,561,572,-,10.9675,7.28e-05,0.63,-434.5,mid,Neutral
ENSG00000007264,ENSG00000007264_MATK,ENSG00000007264.16_MATK(-),EBOX,753,764,+,14.8211,4.76e-06,0.474,-242.5,,
ENSG00000007264,ENSG00000007264_MATK,ENSG00000007264.16_MATK(-),EBOX,753,764,-,14.1301,9.11e-06,0.531,-242.5,,
ENSG00000007306,ENSG00000007306_CEACAM7,ENSG00000007306.16_CEACAM7(-),TETO,1721,1739,+,10.04,4.93e-05,1,729,,
ENSG00000007306,ENSG00000007306_CEACAM7,ENSG00000007306.16_CEACAM7(-),TETO,1721,1739,-,9.735,5.68e-05,1,729,,
ENSG00000007312,ENSG00000007312_CD79B,ENSG00000007312.15_CD79B(-),EBOX,1596,1607,-,14.561,6.26e-06,0.486,600.5,,
ENSG00000007312,ENSG00000007312_CD79B,ENSG00000007312.15_CD79B(-),EBOX,1596,1607,+,10.6992,8.58e-05,0.63,600.5,,
ENSG00000007350,ENSG00000007350_TKTL1,ENSG00000007350.18_TKTL1(+),EBOX,610,621,+,14.3415,7.53e-06,0.497,-385.5,,
ENSG00000007350,ENSG00000007350_TKTL1,ENSG00000007350.18_TKTL1(+),EBOX,1175,1186,+,11.8537,4.14e-05,0.63,179.5,,
ENSG00000007350,ENSG00000007350_TKTL1,ENSG00000007350.18_TKTL1(+),EBOX,632,643,+,11.7967,4.3e-05,0.63,-363.5,,
ENSG00000007350,ENSG00000007350_TKTL1,ENSG00000007350.18_TKTL1(+),EBOX,654,665,+,11.7967,4.3e-05,0.63,-341.5,,
ENSG00000007350,ENSG00000007350_TKTL1,ENSG00000007350.18_TKTL1(+),EBOX,676,687,+,11.7967,4.3e-05,0.63,-319.5,,
ENSG00000007350,ENSG00000007350_TKTL1,ENSG00000007350.18_TKTL1(+),EBOX,698,709,+,11.7967,4.3e-05,0.63,-297.5,,
ENSG00000007350,ENSG00000007350_TKTL1,ENSG00000007350.18_TKTL1(+),EBOX,720,731,+,11.7967,4.3e-05,0.63,-275.5,,
ENSG00000007350,ENSG00000007350_TKTL1,ENSG00000007350.18_TKTL1(+),EBOX,1233,1244,+,11.3659,5.66e-05,0.63,237.5,,
ENSG00000007376,ENSG00000007376_RPUSD1,ENSG00000007376.9_RPUSD1(-),EBOX,1620,1631,+,15.5285,1.9e-06,0.395,624.5,mid,Neutral
ENSG00000007376,ENSG00000007376_RPUSD1,ENSG00000007376.9_RPUSD1(-),EBOX,1620,1631,-,11.2114,6.27e-05,0.63,624.5,mid,Neutral
ENSG00000007384,ENSG00000007384_RHBDF1,ENSG00000007384.16_RHBDF1(-),EBOX,1045,1056,+,14.7073,5.38e-06,0.478,49.5,mid,Neutral
ENSG00000007384,ENSG00000007384_RHBDF1,ENSG00000007384.16_RHBDF1(-),EBOX,1045,1056,-,14.4797,6.76e-06,0.493,49.5,mid,Neutral
ENSG00000007384,ENSG00000007384_RHBDF1,ENSG00000007384.16_RHBDF1(-),EBOX,239,250,+,11.0488,6.95e-05,0.63,-756.5,mid,Neutral
ENSG00000007384,ENSG00000007384_RHBDF1,ENSG00000007384.16_RHBDF1(-),EBOX,1141,1152,-,10.5285,9.44e-05,0.63,145.5,mid,Neutral
ENSG00000007402,ENSG00000007402_CACNA2D2,ENSG00000007402.13_CACNA2D2(-),EBOX,1477,1488,-,12.7317,2.35e-05,0.63,481.5,tail,Down
ENSG00000007516,ENSG00000007516_BAIAP3,ENSG00000007516.16_BAIAP3(+),EBOX,729,740,+,10.4553,9.86e-05,0.63,-266.5,mid,Neutral
ENSG00000007520,ENSG00000007520_TSR3,ENSG00000007520.5_TSR3(-),EBOX,1599,1610,+,14.0976,9.35e-06,0.537,603.5,mid,Neutral
ENSG00000007520,ENSG00000007520_TSR3,ENSG00000007520.5_TSR3(-),EBOX,1599,1610,-,14.0081,1.01e-05,0.545,603.5,mid,Neutral
ENSG00000007541,ENSG00000007541_PIGQ,ENSG00000007541.18_PIGQ(+),EBOX,1732,1743,+,14.0894,9.5e-06,0.539,736.5,mid,Neutral
ENSG00000007541,ENSG00000007541_PIGQ,ENSG00000007541.18_PIGQ(+),EBOX,1114,1125,-,10.8374,7.89e-05,0.63,118.5,mid,Neutral
ENSG00000007866,ENSG00000007866_TEAD3,ENSG00000007866.22_TEAD3(-),TETO,1973,1991,+,11.14,2.84e-05,1,981,mid,Neutral
ENSG00000007923,ENSG00000007923_DNAJC11,ENSG00000007923.18_DNAJC11(-),EBOX,1428,1439,+,11.561,4.99e-05,0.63,432.5,mid,Neutral
ENSG00000007923,ENSG00000007923_DNAJC11,ENSG00000007923.18_DNAJC11(-),EBOX,868,879,+,10.9837,7.19e-05,0.63,-127.5,mid,Neutral
ENSG00000007923,ENSG00000007923_DNAJC11,ENSG00000007923.18_DNAJC11(-),EBOX,220,231,+,10.8862,7.65e-05,0.63,-775.5,mid,Neutral
ENSG00000007944,ENSG00000007944_MYLIP,ENSG00000007944.16_MYLIP(+),EBOX,1498,1509,-,11.4228,5.45e-05,0.63,502.5,mid,Neutral
ENSG00000007944,ENSG00000007944_MYLIP,ENSG00000007944.16_MYLIP(+),TETO,1902,1920,-,9.565,6.16e-05,1,910,mid,Neutral
ENSG00000008056,ENSG00000008056_SYN1,ENSG00000008056.15_SYN1(-),EBOX,1419,1430,-,11.5854,4.92e-05,0.63,423.5,,
ENSG00000008056,ENSG00000008056_SYN1,ENSG00000008056.15_SYN1(-),TETO,710,728,-,10.785,3.46e-05,1,-282,,
ENSG00000008056,ENSG00000008056_SYN1,ENSG00000008056.15_SYN1(-),TETO,710,728,+,10.48,4.02e-05,1,-282,,
ENSG00000008083,ENSG00000008083_JARID2,ENSG00000008083.15_JARID2(+),EBOX,919,930,-,11.0163,7.07e-05,0.63,-76.5,mid,Neutral
ENSG00000008118,ENSG00000008118_CAMK1G,ENSG00000008118.11_CAMK1G(+),TETO,1529,1547,+,11.845,1.82e-05,1,537,,
ENSG00000008130,ENSG00000008130_NADK,ENSG00000008130.16_NADK(-),EBOX,60,71,-,10.7398,8.32e-05,0.63,-935.5,mid,Neutral
ENSG00000008196,ENSG00000008196_TFAP2B,ENSG00000008196.13_TFAP2B(+),TETO,707,725,+,10.445,4.09e-05,1,-285,,
ENSG00000008256,ENSG00000008256_CYTH3,ENSG00000008256.18_CYTH3(-),EBOX,708,719,-,10.9268,7.44e-05,0.63,-287.5,mid,Neutral
ENSG00000008256,ENSG00000008256_CYTH3,ENSG00000008256.18_CYTH3(-),EBOX,708,719,+,10.5447,9.35e-05,0.63,-287.5,mid,Neutral
ENSG00000008277,ENSG00000008277_ADAM22,ENSG00000008277.16_ADAM22(+),TETO,365,383,-,13.435,7.46e-06,1,-627,,
ENSG00000008283,ENSG00000008283_CYB561,ENSG00000008283.17_CYB561(-),EBOX,1631,1642,+,15.878,1.07e-06,0.349,635.5,mid,Neutral
ENSG00000008283,ENSG00000008283_CYB561,ENSG00000008283.17_CYB561(-),EBOX,1694,1705,+,12.1951,3.34e-05,0.63,698.5,mid,Neutral
ENSG00000008283,ENSG00000008283_CYB561,ENSG00000008283.17_CYB561(-),EBOX,1694,1705,-,12.0325,3.66e-05,0.63,698.5,mid,Neutral
ENSG00000008283,ENSG00000008283_CYB561,ENSG00000008283.17_CYB561(-),EBOX,1631,1642,-,11.7724,4.36e-05,0.63,635.5,mid,Neutral
ENSG00000008283,ENSG00000008283_CYB561,ENSG00000008283.17_CYB561(-),EBOX,814,825,-,11.6748,4.65e-05,0.63,-181.5,mid,Neutral
ENSG00000008300,ENSG00000008300_CELSR3,ENSG00000008300.17_CELSR3(-),EBOX,324,335,-,13.561,1.37e-05,0.57,-671.5,mid,Neutral
ENSG00000008300,ENSG00000008300_CELSR3,ENSG00000008300.17_CELSR3(-),EBOX,324,335,+,12.9512,2.03e-05,0.63,-671.5,mid,Neutral
ENSG00000008323,ENSG00000008323_PLEKHG6,ENSG00000008323.17_PLEKHG6(+),EBOX,1320,1331,+,13.3984,1.55e-05,0.59,324.5,mid,Neutral
ENSG00000008323,ENSG00000008323_PLEKHG6,ENSG00000008323.17_PLEKHG6(+),EBOX,1320,1331,-,11.2195,6.23e-05,0.63,324.5,mid,Neutral
ENSG00000008394,ENSG00000008394_MGST1,ENSG00000008394.14_MGST1(+),EBOX,1926,1937,-,11.2764,6.03e-05,0.63,930.5,head,Neutral
ENSG00000008394,ENSG00000008394_MGST1,ENSG00000008394.14_MGST1(+),TETO,870,888,-,15.455,2.3e-06,1,-122,head,Neutral
ENSG00000008394,ENSG00000008394_MGST1,ENSG00000008394.14_MGST1(+),TETO,870,888,+,10.57,3.86e-05,1,-122,head,Neutral
ENSG00000008438,ENSG00000008438_PGLYRP1,ENSG00000008438.5_PGLYRP1(-),EBOX,1478,1489,-,14.8211,4.76e-06,0.474,482.5,,
ENSG00000008438,ENSG00000008438_PGLYRP1,ENSG00000008438.5_PGLYRP1(-),EBOX,1478,1489,+,14.1301,9.11e-06,0.531,482.5,,
ENSG00000008441,ENSG00000008441_NFIX,ENSG00000008441.19_NFIX(+),EBOX,800,811,-,11.9675,3.81e-05,0.63,-195.5,head,Neutral
ENSG00000008513,ENSG00000008513_ST3GAL1,ENSG00000008513.18_ST3GAL1(-),EBOX,1291,1302,-,14.1545,8.89e-06,0.531,295.5,mid,Neutral
ENSG00000008513,ENSG00000008513_ST3GAL1,ENSG00000008513.18_ST3GAL1(-),EBOX,1291,1302,+,13.7317,1.22e-05,0.562,295.5,mid,Neutral
ENSG00000008516,ENSG00000008516_MMP25,ENSG00000008516.20_MMP25(+),EBOX,979,990,+,15.0569,3.7e-06,0.448,-16.5,mid,Neutral
ENSG00000008516,ENSG00000008516_MMP25,ENSG00000008516.20_MMP25(+),EBOX,979,990,-,15.0569,3.7e-06,0.448,-16.5,mid,Neutral
ENSG00000008516,ENSG00000008516_MMP25,ENSG00000008516.20_MMP25(+),EBOX,948,959,+,12.065,3.59e-05,0.63,-47.5,mid,Neutral
ENSG00000008517,ENSG00000008517_IL32,ENSG00000008517.20_IL32(+),EBOX,170,181,+,12.1138,3.49e-05,0.63,-825.5,mid,Neutral
ENSG00000008517,ENSG00000008517_IL32,ENSG00000008517.20_IL32(+),EBOX,170,181,-,11.8211,4.24e-05,0.63,-825.5,mid,Neutral
ENSG00000008710,ENSG00000008710_PKD1,ENSG00000008710.20_PKD1(-),TETO,448,466,+,9.24,7.27e-05,1,-544,head,Neutral
ENSG00000008735,ENSG00000008735_MAPK8IP2,ENSG00000008735.15_MAPK8IP2(+),TETO,179,197,+,10.305,4.37e-05,1,-813,mid,Up
ENSG00000008735,ENSG00000008735_MAPK8IP2,ENSG00000008735.15_MAPK8IP2(+),TETO,179,197,-,10.305,4.37e-05,1,-813,mid,Up
ENSG00000008853,ENSG00000008853_RHOBTB2,ENSG00000008853.19_RHOBTB2(+),EBOX,1662,1673,+,11.2276,6.21e-05,0.63,666.5,mid,Neutral
ENSG00000008853,ENSG00000008853_RHOBTB2,ENSG00000008853.19_RHOBTB2(+),EBOX,1501,1512,-,10.8049,8.04e-05,0.63,505.5,mid,Neutral
ENSG00000008988,ENSG00000008988_RPS20,ENSG00000008988.12_RPS20(-),EBOX,780,791,-,10.8049,8.04e-05,0.63,-215.5,head,Neutral
ENSG00000009335,ENSG00000009335_UBE3C,ENSG00000009335.20_UBE3C(+),EBOX,761,772,+,12.5122,2.69e-05,0.63,-234.5,head,Neutral
ENSG00000009335,ENSG00000009335_UBE3C,ENSG00000009335.20_UBE3C(+),EBOX,1985,1996,+,12.187,3.35e-05,0.63,989.5,head,Neutral
ENSG00000009335,ENSG00000009335_UBE3C,ENSG00000009335.20_UBE3C(+),EBOX,1327,1338,-,11.6423,4.74e-05,0.63,331.5,head,Neutral
ENSG00000009335,ENSG00000009335_UBE3C,ENSG00000009335.20_UBE3C(+),EBOX,1283,1294,+,10.9919,7.15e-05,0.63,287.5,head,Neutral
ENSG00000009413,ENSG00000009413_REV3L,ENSG00000009413.17_REV3L(-),EBOX,1326,1337,+,12.5122,2.69e-05,0.63,330.5,mid,Neutral
ENSG00000009413,ENSG00000009413_REV3L,ENSG00000009413.17_REV3L(-),EBOX,894,905,+,11.7642,4.38e-05,0.63,-101.5,mid,Neutral
ENSG00000009694,ENSG00000009694_TENM1,ENSG00000009694.14_TENM1(-),EBOX,137,148,-,10.8862,7.65e-05,0.63,-858.5,mid,Neutral
ENSG00000009694,ENSG00000009694_TENM1,ENSG00000009694.14_TENM1(-),EBOX,1444,1455,-,10.5854,9.15e-05,0.63,448.5,mid,Neutral
ENSG00000009724,ENSG00000009724_MASP2,ENSG00000009724.19_MASP2(-),TETO,620,638,-,11.4,2.42e-05,1,-372,tail,Neutral
ENSG00000009780,ENSG00000009780_FAM76A,ENSG00000009780.17_FAM76A(+),EBOX,1354,1365,-,13.561,1.37e-05,0.57,358.5,mid,Neutral
ENSG00000009780,ENSG00000009780_FAM76A,ENSG00000009780.17_FAM76A(+),EBOX,1354,1365,+,13.3415,1.58e-05,0.593,358.5,mid,Neutral
ENSG00000009780,ENSG00000009780_FAM76A,ENSG00000009780.17_FAM76A(+),EBOX,621,632,+,10.8049,8.04e-05,0.63,-374.5,mid,Neutral
ENSG00000009830,ENSG00000009830_POMT2,ENSG00000009830.14_POMT2(-),EBOX,1293,1304,-,10.4553,9.86e-05,0.63,297.5,mid,Neutral
ENSG00000009844,ENSG00000009844_VTA1,ENSG00000009844.17_VTA1(+),TETO,381,399,-,11.895,1.76e-05,1,-611,mid,Neutral
ENSG00000010030,ENSG00000010030_ETV7,ENSG00000010030.14_ETV7(-),EBOX,1304,1315,+,11.0732,6.85e-05,0.63,308.5,mid,Up
ENSG00000010072,ENSG00000010072_SPRTN,ENSG00000010072.17_SPRTN(+),EBOX,1048,1059,+,11.439,5.4e-05,0.63,52.5,mid,Neutral
ENSG00000010072,ENSG00000010072_SPRTN,ENSG00000010072.17_SPRTN(+),TETO,937,955,-,11.185,2.76e-05,1,-55,mid,Neutral
ENSG00000010165,ENSG00000010165_EEF1AKNMT,ENSG00000010165.21_METTL13(+),EBOX,1054,1065,-,12.1545,3.41e-05,0.63,58.5,mid,Neutral
ENSG00000010219,ENSG00000010219_DYRK4,ENSG00000010219.14_DYRK4(+),TETO,799,817,-,8.955,8.53e-05,1,-193,mid,Neutral
ENSG00000010244,ENSG00000010244_ZNF207,ENSG00000010244.20_ZNF207(+),EBOX,75,86,+,10.8699,7.75e-05,0.63,-920.5,head,Neutral
ENSG00000010244,ENSG00000010244_ZNF207,ENSG00000010244.20_ZNF207(+),TETO,727,745,+,10.885,3.28e-05,1,-265,head,Neutral
ENSG00000010256,ENSG00000010256_UQCRC1,ENSG00000010256.13_UQCRC1(-),EBOX,1052,1063,-,11.0813,6.8e-05,0.63,56.5,head,Neutral
ENSG00000010278,ENSG00000010278_CD9,ENSG00000010278.16_CD9(+),EBOX,1109,1120,+,10.6992,8.58e-05,0.63,113.5,head,Neutral
ENSG00000010282,ENSG00000010282_HHATL,ENSG00000010282.16_HHATL(-),TETO,103,121,-,10.35,4.28e-05,1,-889,,
ENSG00000010310,ENSG00000010310_GIPR,ENSG00000010310.10_GIPR(+),TETO,1683,1701,-,12.8,1.11e-05,1,691,tail,Down
ENSG00000010318,ENSG00000010318_PHF7,ENSG00000010318.23_PHF7(+),EBOX,1803,1814,-,12.4146,2.86e-05,0.63,807.5,mid,Neutral
ENSG00000010318,ENSG00000010318_PHF7,ENSG00000010318.23_PHF7(+),EBOX,878,889,-,11.1138,6.63e-05,0.63,-117.5,mid,Neutral
ENSG00000010318,ENSG00000010318_PHF7,ENSG00000010318.23_PHF7(+),EBOX,1803,1814,+,10.6748,8.7e-05,0.63,807.5,mid,Neutral
ENSG00000010319,ENSG00000010319_SEMA3G,ENSG00000010319.8_SEMA3G(-),EBOX,892,903,-,10.7317,8.36e-05,0.63,-103.5,mid,Up
ENSG00000010327,ENSG00000010327_STAB1,ENSG00000010327.11_STAB1(+),EBOX,1532,1543,-,11.5122,5.17e-05,0.63,536.5,tail,Neutral
ENSG00000010327,ENSG00000010327_STAB1,ENSG00000010327.11_STAB1(+),EBOX,219,230,+,11.065,6.88e-05,0.63,-776.5,tail,Neutral
ENSG00000010327,ENSG00000010327_STAB1,ENSG00000010327.11_STAB1(+),TETO,23,41,-,10.145,4.7e-05,1,-969,tail,Neutral
ENSG00000010379,ENSG00000010379_SLC6A13,ENSG00000010379.17_SLC6A13(-),EBOX,153,164,-,11.3008,5.9e-05,0.63,-842.5,,
ENSG00000010379,ENSG00000010379_SLC6A13,ENSG00000010379.17_SLC6A13(-),TETO,683,701,-,8.865,8.96e-05,1,-309,,
ENSG00000010610,ENSG00000010610_CD4,ENSG00000010610.11_CD4(+),TETO,1172,1190,+,10.25,4.48e-05,1,180,mid,Up
ENSG00000010626,ENSG00000010626_LRRC23,ENSG00000010626.16_LRRC23(+),EBOX,117,128,+,10.9593,7.31e-05,0.63,-878.5,mid,Up
ENSG00000010671,ENSG00000010671_BTK,ENSG00000010671.19_BTK(-),EBOX,474,485,+,10.8699,7.75e-05,0.63,-521.5,,
ENSG00000010803,ENSG00000010803_SCMH1,ENSG00000010803.19_SCMH1(-),EBOX,1965,1976,-,13.0894,1.84e-05,0.618,969.5,mid,Neutral
ENSG00000010803,ENSG00000010803_SCMH1,ENSG00000010803.19_SCMH1(-),EBOX,1965,1976,+,11.1626,6.43e-05,0.63,969.5,mid,Neutral
ENSG00000010803,ENSG00000010803_SCMH1,ENSG00000010803.19_SCMH1(-),EBOX,766,777,+,10.7561,8.24e-05,0.63,-229.5,mid,Neutral
ENSG00000010803,ENSG00000010803_SCMH1,ENSG00000010803.19_SCMH1(-),EBOX,766,777,-,10.6179,9.02e-05,0.63,-229.5,mid,Neutral
ENSG00000010932,ENSG00000010932_FMO1,ENSG00000010932.17_FMO1(+),TETO,490,508,-,10.835,3.37e-05,1,-502,,
ENSG00000011009,ENSG00000011009_LYPLA2,ENSG00000011009.13_LYPLA2(+),EBOX,1411,1422,-,10.8293,7.92e-05,0.63,415.5,mid,Neutral
ENSG00000011021,ENSG00000011021_CLCN6,ENSG00000011021.24_CLCN6(+),EBOX,1072,1083,+,14.2602,8.29e-06,0.512,76.5,mid,Down
ENSG00000011021,ENSG00000011021_CLCN6,ENSG00000011021.24_CLCN6(+),EBOX,1072,1083,-,12.0732,3.57e-05,0.63,76.5,mid,Down
ENSG00000011021,ENSG00000011021_CLCN6,ENSG00000011021.24_CLCN6(+),EBOX,1407,1418,+,10.6667,8.74e-05,0.63,411.5,mid,Down
ENSG00000011021,ENSG00000011021_CLCN6,ENSG00000011021.24_CLCN6(+),EBOX,438,449,-,10.6341,8.92e-05,0.63,-557.5,mid,Down
ENSG00000011021,ENSG00000011021_CLCN6,ENSG00000011021.24_CLCN6(+),EBOX,207,218,+,10.4797,9.72e-05,0.63,-788.5,mid,Down
ENSG00000011052,ENSG00000011052_NME1-NME2,ENSG00000011052.21_NME1-NME2(+),EBOX,1249,1260,+,14.813,4.83e-06,0.474,253.5,,
ENSG00000011052,ENSG00000011052_NME1-NME2,ENSG00000011052.21_NME1-NME2(+),EBOX,1249,1260,-,14.374,7.29e-06,0.496,253.5,,
ENSG00000011052,ENSG00000011052_NME1-NME2,ENSG00000011052.21_NME1-NME2(+),EBOX,1000,1011,-,13.2195,1.72e-05,0.607,4.5,,
ENSG00000011052,ENSG00000011052_NME1-NME2,ENSG00000011052.21_NME1-NME2(+),EBOX,1000,1011,+,12.4228,2.85e-05,0.63,4.5,,
ENSG00000011083,ENSG00000011083_SLC6A7,ENSG00000011083.9_SLC6A7(+),EBOX,1302,1313,-,11.4959,5.22e-05,0.63,306.5,,
ENSG00000011083,ENSG00000011083_SLC6A7,ENSG00000011083.9_SLC6A7(+),EBOX,230,241,-,10.5854,9.15e-05,0.63,-765.5,,
ENSG00000011105,ENSG00000011105_TSPAN9,ENSG00000011105.15_TSPAN9(+),EBOX,819,830,+,11.2927,5.94e-05,0.63,-176.5,mid,Neutral
ENSG00000011114,ENSG00000011114_BTBD7,ENSG00000011114.16_BTBD7(-),EBOX,953,964,+,14.2602,8.29e-06,0.512,-42.5,mid,Neutral
ENSG00000011114,ENSG00000011114_BTBD7,ENSG00000011114.16_BTBD7(-),EBOX,413,424,+,14.065,9.76e-06,0.543,-582.5,mid,Neutral
ENSG00000011114,ENSG00000011114_BTBD7,ENSG00000011114.16_BTBD7(-),EBOX,413,424,-,13.6748,1.27e-05,0.564,-582.5,mid,Neutral
ENSG00000011114,ENSG00000011114_BTBD7,ENSG00000011114.16_BTBD7(-),EBOX,953,964,-,12.0732,3.57e-05,0.63,-42.5,mid,Neutral
ENSG00000011114,ENSG00000011114_BTBD7,ENSG00000011114.16_BTBD7(-),EBOX,921,932,+,10.7561,8.24e-05,0.63,-74.5,mid,Neutral
ENSG00000011114,ENSG00000011114_BTBD7,ENSG00000011114.16_BTBD7(-),EBOX,921,932,-,10.6179,9.02e-05,0.63,-74.5,mid,Neutral
ENSG00000011143,ENSG00000011143_MKS1,ENSG00000011143.20_MKS1(-),EBOX,1039,1050,+,10.8049,8.04e-05,0.63,43.5,mid,Neutral
ENSG00000011198,ENSG00000011198_ABHD5,ENSG00000011198.11_ABHD5(+),TETO,1120,1138,+,8.83,9.14e-05,1,128,mid,Neutral
ENSG00000011198,ENSG00000011198_ABHD5,ENSG00000011198.11_ABHD5(+),TETO,1120,1138,-,8.83,9.14e-05,1,128,mid,Neutral
ENSG00000011258,ENSG00000011258_MBTD1,ENSG00000011258.17_MBTD1(-),EBOX,1650,1661,+,13.1138,1.83e-05,0.616,654.5,mid,Neutral
